cluster_id,application_id,app_number,start_time,end_time
1440487435730,application_1440487435730_0039,0039,2015-09-01T18:14:40.000Z,2015-09-01T18:19:50.000Z
1448006111297,application_1448006111297_0137,0137,2016-04-07T10:45:21.000Z,2016-04-07T11:28:11.000Z
1448006111297,application_1448006111297_0138,0138,2016-04-07T11:39:58.000Z,2016-04-07T12:22:08.000Z
1460011102909,application_1460011102909_0176,0176,2016-07-26T11:54:20.000Z,2016-07-26T12:19:25.000Z
1472621869829,application_1472621869829_0081,0081,2016-09-09T07:43:47.000Z,2016-09-09T07:44:12.000Z
1472621869829,application_1472621869829_0082,0082,2016-09-09T07:45:49.000Z,2016-09-09T07:45:59.000Z
1472621869829,application_1472621869829_0083,0083,2016-09-09T07:46:50.000Z,2016-09-09T07:47:09.000Z
1472621869829,application_1472621869829_0084,0084,2016-09-09T07:48:25.000Z,2016-09-09T07:48:49.000Z
1472621869829,application_1472621869829_0085,0085,2016-09-09T07:51:18.000Z,2016-09-09T07:51:44.000Z
1472621869829,application_1472621869829_0086,0086,2016-09-09T07:52:43.000Z,2016-09-09T07:53:05.000Z
1472621869829,application_1472621869829_0087,0087,2016-09-09T08:04:46.000Z,2016-09-09T08:05:19.000Z
1472621869829,application_1472621869829_0088,0088,2016-09-09T10:06:51.000Z,2016-09-09T10:07:06.000Z
1474351042505,application_1474351042505_2578,2578,2016-11-18T22:30:06.000Z,2016-11-19T00:59:04.000Z
1485248649253,application_1485248649253_0001,0001,2017-01-24T17:00:28.000Z,2017-01-24T17:13:19.000Z
1485248649253,application_1485248649253_0002,0002,2017-02-01T11:58:08.000Z,2017-02-02T03:30:45.000Z
1485248649253,application_1485248649253_0003,0003,2017-02-09T19:44:21.000Z,2017-02-09T19:56:53.000Z
1485248649253,application_1485248649253_0004,0004,2017-02-09T19:56:35.000Z,2017-02-09T20:03:43.000Z
1485248649253,application_1485248649253_0005,0005,2017-02-09T20:17:48.000Z,2017-02-09T20:25:41.000Z
1485248649253,application_1485248649253_0006,0006,2017-02-09T20:36:11.000Z,2017-02-09T20:44:05.000Z
1485248649253,application_1485248649253_0007,0007,2017-03-14T20:56:31.000Z,2017-03-14T21:11:24.000Z
1485248649253,application_1485248649253_0008,0008,2017-03-14T20:59:51.000Z,2017-03-14T21:13:59.000Z
1485248649253,application_1485248649253_0009,0009,2017-03-14T21:02:26.000Z,2017-03-14T21:14:41.000Z
1485248649253,application_1485248649253_0010,0010,2017-03-14T21:11:12.000Z,2017-03-14T21:21:44.000Z
1485248649253,application_1485248649253_0011,0011,2017-03-14T21:13:08.000Z,2017-03-14T21:22:44.000Z
